WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,STATUS_CHANGE_DATE,ASSIGNED_TO,ASSIGNED_DATE,DRILL_DATE,DRILL_DEPTH,DRILL_DEPTH_UNITS,CONST_DATE,DRILL_COMMENT,DRILL_SOURCE,DRILL_SOURCE_DATE,REMEDIATED_FLAG,DECOMMISSION_COMMENT,DECOMMISSION_DATE,DECOMMISSION_SOURCE,DECOMMISSION_SOURCE_DATE,CONST_DEPTH,CONST_DEPTH_UNITS,CONST_SOURCE,CONST_SOURCE_DATE,DEPTH_TO_BOTTOM,DEPTH_TO_BOTTOM_UNITS,DEPTH_TO_WATER,DEPTH_TO_WATER_UNITS,DRY_WELL,WELL_NAME_SYNONYMS,ECOLOGY_NAME,WELL_PROJECTS,WELL_PROJECT_PURPOSES,WS_SIZE_DEPTH_TOP_BOTTOM_UNITS,WC_SIZE_DEPTH_TOP_BOTTOM_UNITS,WP_CUTS_DEPTH_TOP_BOTTOM_UNITS,DOCUMENTED_PROGRAMS,WASTE_MANAGEMENT_PLANS,WASTE_DISPOSAL_LOCATIONS,WASTE_STORAGE_LOCATIONS,WMP_RELATED_OPERABLE_UNITS,SITE_OU_COMMENT,WASTE_SITES_0M,OU_0M,WASTE_SITES_50F,OU_50F,WASTE_SITES_100F,OU_100F,WASTE_SITES_50M,OU_50M,WASTE_SITES_100M,OU_100M,DATE_LAST_INSPECTED,INSPECTION_TYPE,DATE_LAST_SAMPLED_GW,DATE_LAST_SAMPLED_MM,DATE_LAST_SAMPLED_SO,DATE_LAST_SAMPLED_SG,DATE_LAST_SAMPLED,DATE_LAST_ROUTINE_MAINTENANCE,DATE_LAST_MAINTENANCE,DATE_LAST_WLM,TANK_FARMS,PUBLIC_LAND_SURVEY_SYSTEM,CLOSURE_ZONE,GW_AREA_OF_INTEREST,MONUMENT_LOC,ESTIMATED_QTR_QTR_SEC,HORIZ_SURVEY_POINT_DESC,HORIZ_SURVEY_DATE,NORTHING,EASTING,DISC_X,DISC_Y,HORIZ_SURVEY_UNITS,HORIZ_DATUM,HORIZ_REVIEW_QUALIFIER,ELEV_SURVEY_POINT_DESC,ELEV_SURVEY_DATE,ELEVATION,DISC_Z,ELEV_SURVEY_UNITS,ELEV_DATUM,ELEV_REVIEW_QUALIFIER,DISTRICT_ID,SORT_NAME
C5902,C5902,VADOSE WELL,,DECOMMISSIONED-V,1/10/2008,"HUGHES, D",6/22/2007,10/11/2007,27,ft,,,,,,,12/27/2007,,,,,,,,,,,,,,,,,,,,,,,,,UPR-200-E-83,200-OA-1,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-23, 216-B-24, 216-B-25, 216-B-26, 216-B-27, 216-B-28, UPR-200-E-83",200-BC-1,,,,,,,,10/11/2007,10/11/2007,,,"T12N, R26E, S10, SE 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),10/13/2008,134152.7,573364.3,,,m,UNKNOWN,,,,,,,,,200-E,9-C5902-C5902A-A0001A
C5907,C5907,VADOSE WELL,,DECOMMISSIONED-V,1/10/2008,"HUGHES, D",6/22/2007,12/26/2007,27,ft,,,,,,,12/26/2007,,,,,,,,,,,,,,,,,,,,,,,,,UPR-200-E-83,200-OA-1,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-23, 216-B-24, 216-B-25, 216-B-26, 216-B-27, 216-B-28, UPR-200-E-83",200-BC-1,,,,,,,,12/26/2007,12/26/2007,,,"T12N, R26E, S10, SE 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),10/13/2008,134151.1,573288.9,,,m,UNKNOWN,,,,,,,,,200-E,9-C5907-C5907A-A0001A
C5908,C5908,VADOSE WELL,,DECOMMISSIONED-V,1/10/2008,"HUGHES, D",6/22/2007,10/16/2007,26.9,ft,,,,,,,12/26/2007,,,,,,,,,,,,,,,,,,,,,,,,,UPR-200-E-83,200-OA-1,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-23, 216-B-24, 216-B-25, 216-B-26, 216-B-27, 216-B-28, UPR-200-E-83",200-BC-1,,,,,,,,10/16/2007,10/16/2007,,,"T12N, R26E, S10, SE 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),10/13/2008,134150.5,573248.9,,,m,UNKNOWN,,,,,,,,,200-E,9-C5908-C5908A-A0001A
C5911,C5911,VADOSE WELL,,DECOMMISSIONED-V,1/10/2008,"HUGHES, D",6/22/2007,10/22/2007,27,ft,,,,,,,12/26/2007,,,,,,,,,,,,,,,,,,,,,,,,,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-23, 216-B-24, 216-B-25, 216-B-26, 216-B-27, 216-B-28, UPR-200-E-83",200-BC-1,,,,,,,,10/22/2007,10/22/2007,,,"T12N, R26E, S10, SE 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),10/13/2008,134146,573262.2,,,m,UNKNOWN,,,,,,,,,200-E,9-C5911-C5911A-A0001A
C5912,C5912,VADOSE WELL,,DECOMMISSIONED-V,1/10/2008,"HUGHES, D",6/22/2007,10/23/2007,27.1,ft,,,,,,,12/27/2007,,,,,,,,,,,,,,,,,,,,,,,,,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-23, 216-B-24, 216-B-25, 216-B-26, 216-B-27, 216-B-28, UPR-200-E-83",200-BC-1,,,,,,,,10/23/2007,10/23/2007,,,"T12N, R26E, S10, SE 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),10/13/2008,134146.1,573315.4,,,m,UNKNOWN,,,,,,,,,200-E,9-C5912-C5912A-A0001A
C6456,299-E26-78,CANCELLED SITE,,DRILLING CANCELLED,9/9/2008,"WRIGHT, CS",2/13/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600-291-PL, 600-399-PL",Not Applicable,"600-291-PL, 600-399-PL",Not Applicable,"200-E-17, 600-291-PL, 600-399-PL",Not Applicable,,,,,,,,,,,,"T12N, R26E, S1, NW 1/4, NW 1/4",200-E Ponds,200-BP,Hanford (Not in Monument),,Staked location,4/14/2008,136987.38,575755.36,,,m,NAD83(91),,Ground surface,4/14/2008,182.2,,m,NAVD88,,200-E,1-0299-E0026A-A0078A
C6479,C6479,LYSIMETER HOST,,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",2/29/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"216-S-10P, 216-S-11, 216-S-17",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,"Top of inner casing, north edge",6/13/2011,133285.205,566447.296,,,m,NAD83(91),,"Top inner casing, north edge",6/13/2011,199.171,,m,NAVD88,,200-W,9-C6479-C6479A-A0001A
C6482,C6482,HOSTED LYSIMETER,C6481,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",2/29/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"216-S-10P, 216-S-11, 216-S-17",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Center of casing,6/13/2011,133285.149,566450.166,,,m,NAD83(91),,Center of casing,6/13/2011,199.178,,m,NAVD88,,200-W,9-C6482-C6482A-A0001A
C5498,C5498,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,6/26/2017,"ROHAY, VJ",11/20/2006,2/23/1991,4.5,ft,,,,,,,,,,,,,,,,,,,Z18S-1,,,,,,,,,,,,,,,216-Z-18,200-PW-1,216-Z-18,200-PW-1,"200-W-174-PL-B, 216-Z-18",TBD,"200-W-174-PL-B, 216-Z-18, 218-W-4C ANNEX",TBD,,,,,,,,2/23/1991,2/23/1991,,,"T12N, R25E, S12, NW 1/4, NE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),3/14/1991,135244.3,566438.5,,,m,NAD83,,,,,,,,,200-W,9-C5498-C5498A-A0001A
C5504,C5504,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,6/26/2017,"ROHAY, VJ",11/20/2006,2/23/1991,4.5,ft,,,,,,,,,,,,,,,,,,,Z18W-4,,,,,,,,,,,,,,,,,"200-W-174-PL-B, 216-Z-18",TBD,"200-W-174-PL-B, 216-Z-18, 218-W-4C",TBD,"200-W-174-PL-B, 200-W-32, 216-Z-12, 216-Z-18, 218-W-4C, 218-W-4C ANNEX",TBD,,,,,,,,2/23/1991,2/23/1991,,,"T12N, R25E, S12, NW 1/4, NW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),3/14/1991,135284.6,566364.1,,,m,NAD83,,,,,,,,,200-W,9-C5504-C5504A-A0001A
C5508,C5508,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,6/26/2017,"ROHAY, VJ",11/20/2006,2/23/1991,4.5,ft,,,,,,,,,,,,,,,,,,,Z18N-10,,,,,,,,,,,,,,,216-Z-12,200-PW-1,"200-W-208-PL, 200-W-208-PL:3, 216-Z-12",TBD,"200-W-208-PL, 200-W-208-PL:3, 216-Z-12",TBD,"200-W-174-PL-B, 200-W-208-PL, 200-W-208-PL:1, 200-W-208-PL:2, 200-W-208-PL:3, 200-W-255, 200-W-59, 216-Z-12, 216-Z-18, 218-W-4C",TBD,,,,,,,,2/23/1991,2/23/1991,,,"T12N, R25E, S1, SW 1/4, SE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),3/14/1991,135419.9,566389.1,,,m,NAD83,,,,,,,,,200-W,9-C5508-C5508A-A0001A
C5519,C5519,BORING,,DECOMMISSIONED-V,2/15/2007,"IMHOFF, S",1/4/2007,1/16/2007,10.5,ft,,,,,,,1/25/2007,,,,,,,,,,,,,,,,,,,,,,,,,UPR-200-E-83,200-OA-1,"600-235, UPR-200-E-83",100-IU-6,"600-235, UPR-200-E-83",100-IU-6,"600-235, UPR-200-E-83",100-IU-6,"600-235, UPR-200-E-83",100-IU-6,,,,,,,,1/16/2007,1/16/2007,,,"T12N, R26E, S15, NW 1/4, NE 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of boring (assumed),1/25/2007,133728,573115,,,m,NAD83(91),,,,,,,,,600,9-C5519-C5519A-A0001A
C5918,C5918,BORING,,DECOMMISSIONED-V,12/6/2007,"HUGHES, D",6/22/2007,10/9/2007,17.5,ft,,,,,,,10/25/2007,,,,,,,,,,,,,,,,,,,,,,,,,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-26, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-25, 216-B-26, 216-B-27, UPR-200-E-83",200-BC-1,"216-B-23, 216-B-24, 216-B-25, 216-B-26, 216-B-27, 216-B-28, UPR-200-E-83",200-BC-1,,,,,10/11/2007,,10/11/2007,10/9/2007,10/9/2007,,,"T12N, R26E, S10, SE 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),10/13/2008,134145.6,573284.1,,,m,UNKNOWN,,,,,,,,,200-E,9-C5918-C5918A-A0001A
C5930,C5930,BORING,,DECOMMISSIONED-V,4/7/2008,"HICKEY, MJ",6/25/2007,3/20/2008,49.83,ft,,,NOTICE OF INTENT(START CARDS),4/7/2008,,,3/20/2008,RESOURCE PROTECTION WELL REPORT,4/7/2008,,,,,,,,,,,,,,,,,,,,,,,216-B-55,200-EA-1,216-B-55,200-EA-1,216-B-55,200-EA-1,"216-B-55, UPR-200-E-64",200-EA-1,"200-E-160-PL, 200-E-363, 216-B-12, 216-B-55, UPR-200-E-64",200-IS-1,,,,,,,,3/20/2008,3/20/2008,,,"T12N, R26E, S3, NW 1/4, SE 1/4",B Plant,200-BP,Hanford (Not in Monument),,Brass survey marker,3/22/2008,136495.01,573090.63,,,m,NAD83(91),,Brass survey marker,3/22/2008,216.01,216.01,m,NAVD88,,200-E,9-C5930-C5930A-A0001A
C4637,C4637,BORING,,DECOMMISSIONED-V,10/25/2005,"REYNOLDS, KD",4/20/2004,10/25/2005,47.7,ft,,,,,,,10/25/2005,,,,,,,,,,,,,,,,,,,,,,,,,200-W-94,WMA TX/TY,"200-W-94, 241-TY-105, UPR-200-W-152",WMA TX/TY,"200-W-94, 241-TY-105, 244-TX DCRT, UPR-200-W-152",WMA TX/TY,"200-W-94, 241-TY-103, 241-TY-104, 241-TY-105, 241-TY-106, 241-TY-153, 241-TY-302A, 244-TX DCRT, UPR-200-W-150, UPR-200-W-152, UPR-200-W-153",WMA TX/TY,"200-W-165-PL-C, 200-W-166-PL-B, 200-W-167-PL-C, 200-W-175-PL-B, 200-W-191-PL-A, 200-W-232, 200-W-277, 200-W-78-PL, 200-W-94, 241-TX-116, 241-TX-117, 241-TX-118, 241-TY-101, 241-TY-102, 241-TY-103, 241-TY-104, 241-TY-105, 241-TY-106, 241-TY-153, 241-TY-302A, 241-TY-302B, 242-T, 242-T-135, 242-TA-R1, 244-TX DCRT, 2607-WT, UPR-200-W-12, UPR-200-W-14, UPR-200-W-150, UPR-200-W-151, UPR-200-W-152, UPR-200-W-153, UPR-200-W-167",200-IS-1,,,,,,,,10/25/2005,10/25/2005,,241TY,"T12N, R25E, S1, NE 1/4, SW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),3/9/2021,136375,566784.5,0,0,m,UNKNOWN,,Center of boring (assumed),4/22/2021,205,0,m,UNKNOWN,,200-W,9-C4637-C4637A-A0001A
C5616,C5616,BORING,,DECOMMISSIONED-V,5/21/2007,"HUGHES, D",2/27/2007,3/15/2007,11,ft,,"6.5 inch 0 to 9ft, 3 inch 9 ft to 11 ft bgs",,,,,3/19/2007,,,,,,,,,,,,1GT41M,,,,,,,,,,,,,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,,,,,3/19/2007,,3/19/2007,3/15/2007,3/15/2007,,,"T12N, R26E, S15, NW 1/4, SW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Staked location,,133379,572590,,,m,UNKNOWN,,,,,,,,,600,9-C5616-C5616A-A0001A
C6139,C6139,BORING,,DECOMMISSIONED-V,2/19/2008,"WILLIAMS, BA",10/29/2007,12/4/2007,12,ft,,,,,,,12/4/2007,,,,,,,,,,,,,,,,,,,,,,,,,218-W-4C,200-SW-2,218-W-4C,200-SW-2,218-W-4C,200-SW-2,218-W-4C,200-SW-2,"218-W-4C, UPR-200-W-71",200-SW-2,,,,,,12/4/2007,12/4/2007,12/4/2007,12/4/2007,,,"T12N, R25E, S1, SW 1/4, SW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of boring,1/4/2008,135676.93,566175.07,,,m,NAD83(91),,Ground surface,1/4/2008,207.69,,m,NAVD88,,200-W,9-C6139-C6139A-A0001A
C6161,C6161,BORING,,DECOMMISSIONED-V,2/19/2008,"WILLIAMS, BA",10/29/2007,12/18/2007,12,ft,,,,,,,12/18/2007,,,,,,,,,,,,,,,,,,,,,,,,,218-W-4C,200-SW-2,218-W-4C,200-SW-2,218-W-4C,200-SW-2,218-W-4C,200-SW-2,"218-W-4C, CWC, UPR-200-W-71",200-SW-2,,,,,,12/18/2007,12/18/2007,12/18/2007,12/18/2007,,,"T12N, R25E, S1, SW 1/4, SW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of boring,1/4/2008,135667.93,566146.63,,,m,NAD83(91),,Ground surface,1/4/2008,207.39,,m,NAVD88,,200-W,9-C6161-C6161A-A0001A
C6174,C6174,BORING,,DECOMMISSIONED-V,6/2/2008,"HUGHES, D",11/14/2007,4/3/2008,100,ft,,,,,,,4/29/2008,,,,,,,,,,,,,,,,,,,,,,,,,216-S-6,200-WA-1,216-S-6,200-WA-1,216-S-6,200-WA-1,"200-W-156-PL, 216-S-6, 2904-S-171",200-IS-1,"200-W-153-PL-C, 200-W-155-PL-A, 200-W-155-PL-B, 200-W-156-PL, 216-S-17, 216-S-6, 2904-S-171",200-IS-1,,,,,4/23/2008,,4/23/2008,4/3/2008,4/3/2008,,,"T12N, R25E, S13, NW 1/4, NW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,6/5/2008,133589.65,566209.26,,,m,NAD83(91),,Brass survey marker,6/5/2008,199.81,199.81,m,NAVD88,,200-W,9-C6174-C6174A-A0001A
C4780,C4780,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/2/2005,40,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-Z-9,200-PW-1,"200-W-125-PL-A, 216-Z-9",200-IS-1,"200-E-116-PL-A, 200-W-124, 200-W-125-PL-A, 200-W-125-PL-B, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-21, 216-Z-9, 600-291-PL",200-IS-1,,,,,,,,5/2/2005,5/2/2005,,,"T12N, R25E, S1, SE 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135571,566765,,,m,NAD83,,Ground surface (assumed),5/24/2005,204.4,,m,NAVD88,,200-W,9-C4780-C4780A-A0001A
C4782,C4782,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/2/2005,32,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-Z-9,200-PW-1,"200-W-125-PL-A, 216-Z-9",200-IS-1,"200-E-116-PL-A, 200-W-124, 200-W-125-PL-A, 200-W-125-PL-B, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-21, 216-Z-9, 600-291-PL",200-IS-1,,,,,,,,5/2/2005,5/2/2005,,,"T12N, R25E, S1, SE 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135571,566765,,,m,NAD83,,Ground surface (assumed),5/24/2005,204.4,,m,NAVD88,,200-W,9-C4782-C4782A-A0001A
C4784,C4784,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/2/2005,31,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-W-124, 200-W-247, 216-Z-9",Not Applicable,"200-W-124, 200-W-247, 216-Z-9",Not Applicable,"200-W-124, 200-W-125-PL-A, 200-W-206-PL, 200-W-247, 216-Z-1D, 216-Z-21, 216-Z-9",Not Applicable,,,,,,,,5/2/2005,5/2/2005,,,"T12N, R25E, S1, SE 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135617,566797,,,m,NAD83,,Ground surface (assumed),5/24/2005,202,,m,NAVD88,,200-W,9-C4784-C4784A-A0001A
C4785,C4785,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/3/2005,44,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-W-124, 200-W-247, 216-Z-9",Not Applicable,"200-W-124, 200-W-247, 216-Z-9",Not Applicable,"200-W-124, 200-W-125-PL-A, 200-W-206-PL, 200-W-247, 216-Z-1D, 216-Z-21, 216-Z-9",Not Applicable,,,,,,,,5/3/2005,5/3/2005,,,"T12N, R25E, S1, SE 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135617,566797,,,m,NAD83,,Ground surface (assumed),5/24/2005,202,,m,NAVD88,,200-W,9-C4785-C4785A-A0001A
C5235,C5235,BORING,,DECOMMISSIONED-V,11/1/2006,"MOSHER, K",5/10/2006,7/26/2006,65,ft,,,,,,,7/27/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,216-Z-9,200-PW-1,"200-W-247, 216-Z-9",200-WA-1,"200-W-124, 200-W-206-PL, 200-W-247, 216-Z-9",Not Applicable,"200-W-124, 200-W-125-PL-A, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-21, 216-Z-9",Not Applicable,,,,,,,,7/26/2006,7/26/2006,,,"T12N, R25E, S1, SE 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of boring (assumed),9/27/2006,135604.2,566777.2,,,m,NAD83,,Ground surface (assumed),9/27/2006,202.4,,m,NAVD88,,200-W,9-C5235-C5235A-A0001A
C4804,C4804,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/6/2005,52,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-W-125-PL-A, 200-W-247",200-IS-1,"200-W-124, 200-W-125-PL-A, 200-W-247, 200-W-70, 2607-WB",Not Applicable,"200-W-124, 200-W-125-PL-A, 200-W-205-PL, 200-W-205-PL:2, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-8, 216-Z-9, 241-Z-8, 2607-WB",Not Applicable,,,,,,,,5/6/2005,5/6/2005,,,"T12N, R25E, S1, SW 1/4, SE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135682,566735,,,m,NAD83,,Ground surface (assumed),5/24/2005,204,,m,NAVD88,,200-W,9-C4804-C4804A-A0001A
C4805,C4805,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/6/2005,46,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-W-124, 200-W-247",Not Applicable,"200-W-124, 200-W-247",Not Applicable,"200-W-124, 200-W-125-PL-A, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-9, 2607-WA, 2607-WB",Not Applicable,,,,,,,,5/6/2005,5/6/2005,,,"T12N, R25E, S1, SE 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135680,566776,,,m,NAD83,,Ground surface (assumed),5/24/2005,203.1,,m,NAVD88,,200-W,9-C4805-C4805A-A0001A
C4810,C4810,BORING,,DECOMMISSIONED-V,7/12/2005,"MOSHER, K",3/4/2005,5/17/2005,56,ft,,,,,,,7/12/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-W-206-PL, 200-W-247, 216-Z-9",TBD,"200-W-125-PL-A, 200-W-206-PL, 200-W-247, 216-Z-1D, 216-Z-9",200-IS-1,"200-W-124, 200-W-125-PL-A, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-9",Not Applicable,"200-W-124, 200-W-125-PL-A, 200-W-205-PL, 200-W-205-PL:2, 200-W-206-PL, 200-W-247, 200-W-255, 200-W-70, 216-Z-1D, 216-Z-8, 216-Z-9, 241-Z-8, 2607-WB, 2607-Z",Not Applicable,,,,,,,,5/17/2005,5/17/2005,,,"T12N, R25E, S1, SW 1/4, SE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/24/2005,135619,566730,,,m,NAD83,,Ground surface (assumed),5/24/2005,204.6,,m,NAVD88,,200-W,9-C4810-C4810A-A0001A
C5689,C5689,BORING,,DECOMMISSIONED-V,6/19/2007,"SYDNOR, HA",4/12/2007,5/16/2007,72,ft,,,NOTICE OF INTENT(START CARDS),6/12/2007,,,5/31/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"216-T-4-1D, 216-T-4-2",200-WA-1,"200-W-164-PL-A, 200-W-93, 216-T-4-1D, 216-T-4-2, 241-T-103",200-IS-1,,,,,,,,5/16/2007,5/16/2007,,,"T12N, R25E, S1, NE 1/4, NW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of boring,,136870.811,566762.685,,,m,UNKNOWN,,Ground surface,,205.981,,m,UNKNOWN,,200-W,9-C5689-C5689A-A0001A
C5591,C5591,BORING,,DECOMMISSIONED-V,11/13/2007,"SYDNOR, HA",2/15/2007,4/11/2007,100,ft,,,,,,,7/10/2007,,,,,,,,,,,,,,,,,,,,,,,,,200-W-95,WMA U,"200-W-95, 241-U-101, 241-UR-152",WMA U,"200-W-95, 241-U-101, 241-UR-152, UPR-200-W-154, UPR-200-W-71",WMA U,"200-W-95, 241-U-101, 241-U-102, 241-U-104, 241-U-105, 241-U-A, 241-U-B, 241-UR-151, 241-UR-152, 241-UR-153, 2607-WUT, UPR-200-W-132, UPR-200-W-154, UPR-200-W-155, UPR-200-W-161, UPR-200-W-71",WMA U,"200-W-130-PL-A, 200-W-182-PL, 200-W-238, 200-W-95, 207-U, 216-U-14, 241-U-101, 241-U-102, 241-U-103, 241-U-104, 241-U-105, 241-U-106, 241-U-107, 241-U-108, 241-U-109, 241-U-110, 241-U-111, 241-U-A, 241-U-B, 241-U-C, 241-U-D, 241-UR-151, 241-UR-152, 241-UR-153, 241-UR-154, 244-UR VAULT, 2607-WUT, UPR-200-W-128, UPR-200-W-132, UPR-200-W-154, UPR-200-W-155, UPR-200-W-161, UPR-200-W-24, UPR-200-W-71",200-IS-1,,,,,,,,4/11/2007,4/11/2007,,241U,"T12N, R25E, S12, NE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of boring (assumed),,135113.108,566857.951,,,m,UNKNOWN,,Ground surface (assumed),,204.987,,m,UNKNOWN,,200-W,9-C5591-C5591A-A0001A
